name,term,category,credits,dayOfWeek,period,location,isCompulsory,description,learningObjectives
産業研究Ⅱ(医療福祉),１期２期,演習,2,金曜日,１時限,紫竹山キャンパス,選択,医療・福祉の現状を知り、全ての人が自分らしい生活を送ることができる社会を構築するためにどのようにすればよいのか学ぶ。また、この学びをとおして人としての心構えや自律・自立をどう考えればよいのか考察する。,1.社会保障について理解できる。　2.医療・福祉の現状とそのあり方について理解できる。　3.医療と介護の連携について理解できる。　4.医療・福祉専門職について理解できる。　5.医療・福祉の将来について語ることができる。
産業研究Ⅲ(環境）,１期２期,演習,2,木曜日,３時限,紫竹山キャンパス,選択,1年次の「環境と企業経営」では環境問題及びSDG、ESGについて概括的に学んだが、2年次対象の本講義では環境問題の中でも政府、企業の関心がとりわけ高い地球温暖化問題の国際的動向、エネルギーとの関わり、温暖化防止とエネルギー安定供給確保、経済効率性の同時達成を図るためのエネルギーミックスの考え方、政府の取り組み等を学ぶ。講義の中では体験型のボードゲームや日本を代表する企業の温暖化防止に対する取り組み等も盛り込む。,１．地球温暖化問題の概要及び国際動向について学習する２．地球温暖化問題とエネルギーの関わり合いについて幅広く理解する。　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　３．地球温暖化問題、エネルギー問題に対する政府、企業の取り組みを理解する。　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　４．授業で得た知識を踏まえ、自分なりの考えに基づき、環境問題について発信・プレゼンできる力を養う　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
産業研究Ⅳ(ものづくり）,１期２期,演習,2,木曜日,４時限,紫竹山キャンパス,選択,この講義では、製造業の根幹である生産管理の基礎をしっかり学べます。自動車、スマートフォンなど有形の製品は、生産しないと顧客のもとには届きません。どのような素材を使用するのか、どうやってその素材を加工し組み立てを行うのか、品質をどのように保証するのか。本講義では、企業で実際に生産管理を行った経験のある講師（佐藤）と経営学の研究者（鈴木）が講義と演習を通して生産管理の基礎を学習し、合わせて企業として品質を保つことの重要性・責任を学びます。また、実際の企業の生産管理の現場訪問・見学・分析を行うことにより生産管理の理解をさらに深めます。,１．生産管理の基礎である素材、製造の方法・生産の仕方、製品化までの流れを理解する。２．事例分析を通して、実際に企業が行っている取り組みと企業が品質を保つことの重要性・責任について理解する。３．企業の実際の生産管理の現場を訪問し、生産管理の分析や提案ができるようになる。
産業研究Ⅴ(観光）,１期２期,演習,2,月曜日,４時限,紫竹山キャンパス,選択,観光とそのビジネスに関する知識を習得させ、観光政策や経営・マーティングの視点等を踏まえて、観光産業の現状と課題について理解するとともに、観光分野における新たな事業を創造するための能力と態度を育てる。観光産業の動向や課題について理解したうえで、観光ビジネスに関する具体的な事例について経営やマーケティングに関する知識から分析し、観光ビジネスについての理解を深めるとともに、地域の観光資源を活用した効果的な観光振興施策の企画や方策について考える。,1、観光とは何か、日本の観光を取り巻く環境を理解する。　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　2、国内外の観光の現状と動きを理解し、ビジネスの視点から考えられる。3、日本や新潟県の観光の特徴を理解した上で、経営やマーケティングの知識を活かしながら、観光施策を提案できる。4，実務視点から観光産業（旅行やホテル業界）の仕事を理解し、観光産業の構造や実務をイメージすることができる。
産業研究Ⅵ(ICT）,１期２期,演習,2,水曜日,２時限,紫竹山キャンパス,選択,日本のデジタル化の遅れが目立ち、国際競争力も落ち込んでいる。その中でも新潟県内企業のIT投資＝未来創造に向けての変革は乏しい。日本の99.7%を占める中小企業をDXで元気にすることは日本の経済社会において大きく求められていることであり、ミッションとして仕事に関われることはやりがいでもある。DXの本質及び企業経営を変革することを理解し、起業もしくは企業でのデジタル化推進担当として、DXを提案できる人材の育成を進める。※授業計画は下記で進めますが、DXの最新情報や経営に関するお話しを随時、授業の中でお伝えします。,①中小企業のデジタル化推進事例を学び、DXを理解する②経営変革を推進する役割を担うための意識を育てる
産業研究Ⅶ(まちづくり）,１期２期,演習,2,木曜日,２時限,紫竹山キャンパス,選択,この実習は、万代地区を対象として、フィールドに出て調査を行うものです。フィールド調査から、地域の特徴・課題を自らの視点で捉え、新たな地域資源を発見・創造し、それらを活用する計画を立てていくことを目指します。まちづくりの概念や意義とまちづくりにおける国や地方公共団体が担う役割、地域の魅力を高めるためのまちづくりの在り方や最新の動向について概説したうえで、まちづくりの動向や現状と課題について、まちづくりに関する具体的な事例の考察を通して理解します。また、まちづくりに役立つ資源についての調査や分析を行い、社会資本の整備を通じた快適で魅力あるまちづくりのためのアイデアの考案や方策について、創造的な提案を行える力を修得します。ディプロマポリシー③に対応。,1.都市を観察・理解し、自ら地域の問題点を発見することができる。2.当該地域に必要とされる建築、空間、仕組み、活動等を提案することができる。3.問題点の解決策を地域の再生計画として提案・実践することができる。4.グループの協働で成果をまとめあげることができる。5.人の意見を聞き取り、理解し、修正案を検討することができる。6.自らの意思をわかりやすく伝えることができる。
産業研究Ⅷ(カルチャー・エンタテイメント）,１期２期,演習,2,金曜日,１時限,紫竹山キャンパス,選択,カルチャー・エンタテイメントビジネスに関する知識を習得させ、カルチャー・エンタテイメントビジネス分野における新たな事業を創造するための能力と態度を育てる。カルチャー・エンタテイメントビジネスの動向や課題について理解したうえで、カルチャー・エンタテイメントビジネスに関する具体的な事例の分析や考察を行う。,１．エンタテイメントビジネスを考察することによって、分類・エンタテイメントビジネスの課題と展開を検証できる。２．日本におけるエンタテイメントビジネスの現状の把握と今後のエンタテイメントビジネスの推測が可能とする。
産業研究Ⅸ（金融）,１期２期,,2,,,紫竹山キャンパス,,新潟県などの地方が抱える中小企業の事業承継問題を解決する機能を担う地域金融機関の実務について理解し、事業承継の類型について知識を習得することを目的とする。この講義の学修は、本学のディプロマポリシーのうち「地域の魅力や特徴を理解し、地域の資源を活用するための知識や方法と高い付加価値を生み出すための問題や課題を解決していく能力を身に付けている」に対応している。,1．銀行の業務（預金・融資・為替・付随業務）を理解し、事業承継進める上で必要になる財務分析の知識を身に付ける。2．地域産業の存続のため事業承継が必要であることを理解し、事業承継の類型についての知識を身に付ける。
知識AI演習,１期,演習,2,,,米山キャンパス,必修,本科目「知識AI演習」では、Semantic WebやAIに関連する知識表現と推論の技術を習得し、データ分析、情報抽出、意思決定支援システムなどの分野での応用能力を高めます。科目のカリキュラムは、Semantic Webの基本から始まり、RDF/OWLを使用した知識の表現方法やグラフデータベースを用いたデータの作成について学びます。また、Linked Open Data(LOD) の概念を探求し、LODエンドポイントからのデータ収集や知識抽出という実践的な課題を通してSPARQLクエリ言語による知識収集の技術を習得します。さらに、論理プログラミングPrologを用いて、LODから抽出したオントロジデータに基づく推論プログラムを試作します。,(1) Semantic Webの基本概念とRDF/OWLの知識表現に基づき情報の構造化と表現法の概要について説明できる。(2) グラフDBとLODの基本概念を理解し、SPARQLクエリ言語を用いてLODエンドポイントからのデータ収集を行うことができる。(3) 論理プログラミングと推論手法の概要について説明することができる。
知的財産概論A,３期,講義,1,月曜日,５時限,古町ルフルキャンパス,必修,知的財産権関連の法理解から、制作活動上の注意点を概観する。著作権法を中心にして、特許法、不正活動防止法、商標法など、知的財産権法の基礎的な知識を学び、制作活動のあり方について考察を進め、情報・データの保護と利用についてのバランス感覚と問題解決能力を身につける。,1.創作・制作活動で重要な知的財産権法の基礎知識を修得する。2.情報やデータを利用上で、必要な法枠組を知り課題解決力を向上させる。
知的財産概論B,３期,講義,1,月曜日,４時限,古町ルフルキャンパス,,知的財産権関連の法理解から、制作活動上の注意点を概観する。著作権法を中心にして、特許法、不正活動防止法、商標法など、知的財産権法の基礎的な知識を学び、制作活動のあり方について考察を進め、情報・データの保護と利用についてのバランス感覚と問題解決能力を身につける。,1.創作・制作活動で重要な知的財産権法の基礎知識を修得する。2.情報やデータを利用上で、必要な法枠組を知り課題解決力を向上させる。
空間コンピューティング A,４期,演習,2,金曜日,４時限,米山キャンパス,必修,空間コンピューティングとバーチャルリアリティ（VR）の基本的な理論、技術、およびその応用について学びます。はじめに、空間コンピューティングとVRの概要についてガイダンスを提供し、その後の単元では、基礎知識の構築、デバイスの実践的体験、そして異なる業界での実用例に焦点を当てます。各授業では、教育、産業、ゲーム、映像、アートなど、多岐にわたるビジネス分野での空間コンピューティングの適用例を検討します。コースの終わりには、学生は空間コンピューティングとVR技術の社会的影響について理解を深めます。,１.　空間コンピューティングとVRの基本的な概念と用語を理解する。２.　異なる種類のVRデバイスとそれらの操作方法について実践的な知識を得る。３.　教育、産業、ゲーム、映像、アートなど、様々なビジネス分野での空間コンピューティングの応用事例を理解する。４.　インターフェイス設計の原則と、それがユーザーの感覚とどのように結びつくかを学ぶ。５.　空間コンピューティングが提供するテレイグジスタンスと臨場感コミュニケーションについて理解する。６.　空間コンピューティングとVRが社会に与える影響を分析し、将来の傾向を予測する能力を身につける。
空間コンピューティング B,４期,演習,2,金曜日,２時限,米山キャンパス,必修,空間コンピューティングとバーチャルリアリティ（VR）の基本的な理論、技術、およびその応用について学びます。はじめに、空間コンピューティングとVRの概要についてガイダンスを提供し、その後の単元では、基礎知識の構築、デバイスの実践的体験、そして異なる業界での実用例に焦点を当てます。各授業では、教育、産業、ゲーム、映像、アートなど、多岐にわたるビジネス分野での空間コンピューティングの適用例を検討します。コースの終わりには、学生は空間コンピューティングとVR技術の社会的影響について理解を深めます。,１.　空間コンピューティングとVRの基本的な概念と用語を理解する。２.　異なる種類のVRデバイスとそれらの操作方法について実践的な知識を得る。３.　教育、産業、ゲーム、映像、アートなど、様々なビジネス分野での空間コンピューティングの応用事例を理解する。４.　インターフェイス設計の原則と、それがユーザーの感覚とどのように結びつくかを学ぶ。５.　空間コンピューティングが提供するテレイグジスタンスと臨場感コミュニケーションについて理解する。６.　空間コンピューティングとVRが社会に与える影響を分析し、将来の傾向を予測する能力を身につける。
空間コンピューティング実習,４期,実習,2,木曜日,２時限,米山キャンパス,選択,空間コンピューティングとそのバーチャルリアリティへの応用について深く探求します。空間コンピューティングの基本原理、開発技術、さまざまなビジネスシナリオでの実践的応用について包括的な理解を提供することを目的としています。科目全体を通じて、学生はさまざまなデバイスでの実践体験に取り組み、空間デザインの原則を掘り下げ、イマーシブアプリケーションの開発を探求します。空間体験におけるアクセシビリティへの配慮も重要な焦点となり、包括的な設計実践を行います。,１. 空間コンピューティングとバーチャルリアリティの理解: 空間コンピューティングの基礎と、バーチャルリアリティにおけるその役割を徹底的に理解する。２. デバイスの体験と習熟: さまざまな空間コンピューティングデバイスの実践的な体験を積み、その能力と制限を理解する。３. ビジネスにおける空間コンピューティングの応用: ビジネス文脈での空間コンピューティングの使用例を複数探索し、その影響と可能性を分析する。４. アプリケーションの開発: 空間コンピューティング特有のイマーシブアプリケーションを開発するための実践的スキルを獲得する。５. まとめと振り返り: コースを通じて獲得した知識とスキルを反映し、実世界のシナリオでのその応用と関連性を評価する。
立体デザイン,３期,講義,4,水曜日,５時限,古町ルフルキャンパス,選択,人物フィギュア制作の基本から仕上げ工程、また完成フィギュアの撮影とライティングまでの一連を学ぶ。キャラクターデザインやマンガイラストを仕事にする場合、ゲームを含めおもちゃ会社のデザイン部門などが就職先のひとつとなり、就活には3DCGではない手作りの立体造形を学んでいることが重要なアドバンテージとなり得る。立体造形の基本は独学することが比較的むずかしいため、大学で立体造形の専門家に学ぶ機会を確保する。立体制作の経験は画力の補強にも有効に働く。								,１．フィギュア制作の基礎知識と工程および基本技術をひととおり身につける。２．国内外のアートトイ・イベントへの参加を視野に入れ、イメージを完成度の高い立体物にしていく技術的方法論を学ぶ。３．立体物の写真撮影と展示に必要な、ロケーション設定、ライティング等を学ぶ。
簿記演習,４期,演習,1,,,紫竹山キャンパス,必修,簿記概論を踏まえ、問題演習を行い、基礎的な力を養成することを目的に学修する。簿記では基本論点の学習とともに演習問題を多くこなすことが重要であり、繰り返し問題演習を行うことで、会計情報の処理能力を高めるとともに、理解が深まっていくことが期待できる。授業時に行う演習方法については、主に基本的項目について講義演習・解説を実施し、その後、総合的問題やより高度な問題等の解答演習・自己採点する方法にて実施し、自立型の演習を実施することで習熟度を高めていくことを狙いとする。,１．日々の取引を仕訳することができる。２．試算表を作成することができる。３．決算整理仕訳及び精算表を作成することができる。４．精算表及び決算整理後残高試算表から財務諸表を作成することができる。
簿記概論,３期４期,講義,2,火曜日,１時限,紫竹山キャンパス,必修,簿記とは、企業規模の大小や業種、業態を問わずに、日々の経営活動を記録・計算・整理して、経営成績と財政状態を明らかにするものであることについて解説する。そのうえで、経営資源である人、もの、金、情報の活用について、どのように商品仕入れ・販売・開発活動等に関わるのかを、簿記の記帳方法の理解を通じて学修する。また、ビジネスの基本であるコスト感覚も身につくので、コストを意識した仕事ができるとともに、取引先の経営状況を把握できるために経営者や管理者として、会計情報を管理する必要性や、利害関係者への提供する責任・必要性についても学修する。,１．日々の取引を仕訳し、併せて勘定記入をすることができる。２．試算表を作成することができる。３．決算整理を理解し精算表の作成方法および財務諸表について理解することできる。
経済学の基礎,１期２期,講義,2,火曜日,１時限,紫竹山キャンパス,必修,経済学は，我々を取り巻く経済の仕組みや，ビジネスなど様々な経済活動の仕組みを研究する学問であり、研究の対象は経済活動を行う主体だけでなく、経済活動が行われる場所も考察の対象となることについて解説する。その上で、ミクロ経済学については、市場における需要と供給を通じた個人・消費者や企業の意思決定･行動、市場が機能しない独占･寡占、情報の不完全性、外部経済･外部不経済などについて学修する。また、マクロ経済学については、国内所得(GDP)等の概念や、経済政策、経済成長、国際経済等について学修する。,１．基本的な経済学の理論を修得する。２．ビジネスを行う上での経済の仕組み・動きを理解する。３．グローバル化の中での日本が抱える経済問題を理解する。　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
経営変革論,１期２期,講義,2,,,紫竹山キャンパス,選択,　社会システムや人々の判断基準が大きく変わる中、VUCAの時代ともいわれる政治・社会・文化などあらゆる面での大変化が起こりつつある。企業経営は容易には抗することができない少子高齢化やグローバル化の波、国内外環境のリスク増大、それに伴う多様で困難な社会課題に直面している。　この授業では、上記のようなパラダイムチェンジをチャンスととらえ、わが国が得意としてきたものづくりプロセスの中で深化を遂げた技術経営と知識経営（ナレッジマネジメント）を焦点に経営変革のとらえ方、考え方を学ぶことにより、それらの成果であるイノベーションの創発についての理解を深める。,1.　将来、企業の経営者・経営幹部、起業家として活動するために，技術・知識を活用してイノベーションを創発する経営の基礎知識を身に付ける。2.　イノベーションが事業継続と発展に不可欠で、経営の本質的な活動であることを理解する。3.　経営変革はアントレプレナーシップを土台としてイノベーションを創発する経営活動であり、変化の激しい産業社会全体において経営者としてのものの考え方、多様性のある視点を身につける。
経営戦略策定演習(再履修),３期４期,演習,2,,,紫竹山キャンパス,必修,事業体が経営目的を達成できるようにするための全体の活動の方向付けや方向付けられた活動を実践するための体制づくりについて概説したうで、事業体が有する経営資源は有限であることや経営戦略に従って選択的に配分することの重要性について理解する。そのうえで、経営基盤の強化や経営改革等を図るためのより実効性のある経営戦略を策定・遂行・評価するプロセスにおける理論的フレームワークを現実に適用することについて、具体的な事例を取り上げながら、実践的な側面から学修する。,１．経営戦略の策定に必要な理論フレームワークおよびスキルを習得できる。２．将来、経営者や経営戦略を担うコーポレート・スタッフとして仕事をしていくために必要な能力を身につけることができる。
経営戦略策定演習A,４期,演習,1,月曜日,４時限,紫竹山キャンパス,必修,事業体が経営目的を達成できるようにするための全体の活動の方向付けや方向付けられた活動を実践するための体制づくりについて概説したうで、事業体が有する経営資源は有限であることや経営戦略に従って選択的に配分することの重要性について理解する。そのうえで、経営基盤の強化や経営改革等を図るためのより実効性のある経営戦略を策定・遂行・評価するプロセスにおける理論的フレームワークを現実に適用することについて、具体的な事例を取り上げながら、実践的な側面から学修する。,１．経営戦略の策定に必要な理論フレームワークおよびスキルを習得できる。２．将来、経営者や経営戦略を担うコーポレート・スタッフとして仕事をしていくために必要な能力を身につけることができる。
経営戦略策定演習B,４期,演習,1,月曜日,３時限,紫竹山キャンパス,必修,事業体が経営目的を達成できるようにするための全体の活動の方向付けや方向付けられた活動を実践するための体制づくりについて概説したうで、事業体が有する経営資源は有限であることや経営戦略に従って選択的に配分することの重要性について理解する。そのうえで、経営基盤の強化や経営改革等を図るためのより実効性のある経営戦略を策定・遂行・評価するプロセスにおける理論的フレームワークを現実に適用することについて、具体的な事例を取り上げながら、実践的な側面から学修する。,１．経営戦略の策定に必要な理論フレームワークおよびスキルを習得できる。２．将来、経営者や経営戦略を担うコーポレート・スタッフとして仕事をしていくために必要な能力を身につけることができる。
経営戦略論,３期４期,講義,2,金曜日,１時限,紫竹山キャンパス,必修,事業体が経営目的を達成できるようにするための方策である経営戦略の本質と特徴及び経営実践の場面における経営戦略の実際や課題について概説したうえで、事業構造の組立てに関する全社的な戦略と個々の事業の競争力を高める事業戦略などの戦略レベルから、複数の事業分野に進出して経営資源の有効活用とリスクの分散をはかる多角化戦略、広い販売市場などを求めて他国に事業展開する国際化戦略、既存市場のすきまにある未開拓の市場へ進出するすきま戦略など、具体的な戦略について理解する。,１．経営戦略の策定に必要な諸理論を習得できる。２．将来、経営者や経営戦略を担うコーポレート・スタッフとして仕事をしていくために必要な基礎的考え方を身に付けることができる。
経営戦略論 A・B,１期２期,講義,2,月曜日,２時限,米山キャンパス,必修,経営戦略とは、企業のあるべき姿とそれを達成するための道筋を示す構想・指針である。本科目では、経営戦略のさまざまな概念や理論を理解すると共に、代表的な経営戦略立案のフレームワーク（枠組み）について学習する。経営戦略の基礎を理解し、経営戦略とはどのようなものか、どのように策定し、実行しているかを学び、企業現場での実践に役立つ知識を修得する。,1. 経営戦略論の歴史的展開を理解する。2. 経営環境の外部分析の方法を習得する。3. ポジショニングアプローチを理解する。4. ITイノベーションに関する理論を理解する。5. ITを活用した戦略的思考能力を包括的に習得する。
経営組織論,３期４期,講義,2,月曜日,４時限,紫竹山キャンパス,必修,本講義では経営組織に関わる理論や概念の基礎について学修する。社会において人々は組織を形成し、一人では達成できないほどの成果を生み出す。どのような組織をつくり、どのようなことに留意し、管理・運営を行っていく必要があるか、理論に基づき、具体的な事例を参照しながら自ら考える機会を持ち、体系的に学び理解する。,１．組織の運営メカニズムについての基本的な知識を習得できる。２．組織管理に関する諸知識に基づいて、組織を実際に効果的にマネジメントする能力を身に付けることができる。
経営学入門 A,１期２期,講義,2,月曜日,４時限,米山キャンパス,必修,本科目では、初めて経営学を学ぶ学生を対象とし、経営学の入門的な知識（マーケティング、経営戦略、財務、組織）について広範かつ網羅的に修得する。企業とは何か、経営とは何かをさまざまな側面から学習することによって、企業や組織の一員として、企業内部および関連する他社（者）との間で起こるさまざまな事象を理解し考えることができるようになるための経営学の基礎を学ぶ。,1. 企業とは何か、経営学とは何かを理解する。2. マーケティングの基礎を理解する。3. 経営戦略の基礎を理解する。4. 財務・会計の基礎を理解する。5. 組織マネジメントの基礎を理解する。
経営学入門 B,１期２期,講義,2,月曜日,３時限,米山キャンパス,必修,本科目では、初めて経営学を学ぶ学生を対象とし、経営学の入門的な知識（マーケティング、経営戦略、財務、組織）について広範かつ網羅的に修得する。企業とは何か、経営とは何かをさまざまな側面から学習することによって、企業や組織の一員として、企業内部および関連する他社（者）との間で起こるさまざまな事象を理解し考えることができるようになるための経営学の基礎を学ぶ。,1. 企業とは何か、経営学とは何かを理解する。2. マーケティングの基礎を理解する。3. 経営戦略の基礎を理解する。4. 財務・会計の基礎を理解する。5. 組織マネジメントの基礎を理解する。
経営学の基礎,１期２期,講義,2,金曜日,２時限,紫竹山キャンパス,必修,経営学を形成する経済学、社会学、心理学、数学、法学等の関連する多様な分野の成果を踏まえた、経営学の基本的体系を学修する。また、企業経営とは、その方針を定め、組織を整えて、目的を達成するよう持続的に事を行うことであるが、その経営の基本的な事項といわれる、ひと、もの、金、情報の取り扱いも学修するとともに、企業経営における全体を俯瞰し、具体的に整合性を考えるなどの全体像について学修する。,１．企業の運営方法についての基本的考え方を習得できる。２．経営学の歴史的経緯と現代的必要性について体系的に理解することができる。
総合制作研究実習Ⅰ（成田）,１期,実習,2,,,古町ルフルキャンパス,必修,アニメ・マンガ・キャラクターデザイン分野の専門職業人として、実践的かつ応用的な能力を総合的に高めるため、職業専門科目を中心に身に付けた知識・技能を統合した総合的な実習を行う。具体的には自己の目指す分野についてのメディアコンテンツ制作のための調査、学生同士や指導教員との議論、並びに共同作業等を実施し、メディアコンテンツを制作または研究する。あるいは目指す分野の隣接他分野において、自己の目指す専門職で将来かかわっていきたいと考える技術・職域・研究をおこなってもよい。併せてその過程で、コミュニケーション能力や交渉力、スケジュール管理能力の向上を図る。,１．実現可能な企画と計画を立てる。かつ実行するスケジュールを自己管理する。２．新たな表現方法や研究対象、また基礎研究に果敢に取り組む。あるいは専門職としてより実務において実践的な技術的研究、または鍛錬をおこなう。
総合制作研究実習Ⅰ（渡部）,１期,実習,2,,,古町ルフルキャンパス,必修,アニメ・マンガ・キャラクターデザイン分野の専門職業人として、実践的かつ応用的な能力を総合的に高めるため、職業専門科目を中心に身に付けた知識・技能を統合した総合的な実習を行う。具体的には自己の目指す分野についてのメディアコンテンツ制作のための調査、学生同士や指導教員との議論、並びに共同作業等を実施し、メディアコンテンツを制作または研究する。あるいは目指す分野の隣接他分野において、自己の目指す専門職で将来かかわっていきたいと考える技術・職域・研究をおこなってもよい。併せてその過程で、コミュニケーション能力や交渉力、スケジュール管理能力の向上を図る。,１．実現可能な企画と計画を立てる。かつ実行するスケジュールを自己管理する。２．新たな表現方法や研究対象、また基礎研究に果敢に取り組む。あるいは専門職としてより実務において実践的な技術的研究、または鍛錬をおこなう。
総合制作研究実習Ⅰ（瀬谷）,１期,実習,2,,,古町ルフルキャンパス,必修,アニメ・マンガ・キャラクターデザイン分野の専門職業人として、実践的かつ応用的な能力を総合的に高めるため、職業専門科目を中心に身に付けた知識・技能を統合した総合的な実習を行う。具体的には自己の目指す分野についてのメディアコンテンツ制作のための調査、学生同士や指導教員との議論、並びに共同作業等を実施し、メディアコンテンツを制作または研究する。あるいは目指す分野の隣接他分野において、自己の目指す専門職で将来かかわっていきたいと考える技術・職域・研究をおこなってもよい。併せてその過程で、コミュニケーション能力や交渉力、スケジュール管理能力の向上を図る。,１．実現可能な企画と計画を立てる。かつ実行するスケジュールを自己管理する。２．新たな表現方法や研究対象、また基礎研究に果敢に取り組む。あるいは専門職としてより実務において実践的な技術的研究、または鍛錬をおこなう。
総合制作研究実習Ⅰ（KENTOO）,１期,実習,2,,,古町ルフルキャンパス,必修,アニメ・マンガ・キャラクターデザイン分野の専門職業人として、実践的かつ応用的な能力を総合的に高めるため、職業専門科目を中心に身に付けた知識・技能を統合した総合的な実習を行う。具体的には自己の目指す分野についてのメディアコンテンツ制作のための調査、学生同士や指導教員との議論、並びに共同作業等を実施し、メディアコンテンツを制作または研究する。あるいは目指す分野の隣接他分野において、自己の目指す専門職で将来かかわっていきたいと考える技術・職域・研究をおこなってもよい。併せてその過程で、コミュニケーション能力や交渉力、スケジュール管理能力の向上を図る。,１．実現可能な企画と計画を立てる。かつ実行するスケジュールを自己管理する。２．新たな表現方法や研究対象、また基礎研究に果敢に取り組む。あるいは専門職としてより実務において実践的な技術的研究、または鍛錬をおこなう。
総合制作研究実習Ⅰ（村井）,１期,実習,2,,,古町ルフルキャンパス,必修,アニメ・マンガ・キャラクターデザイン分野の専門職業人として、実践的かつ応用的な能力を総合的に高めるため、職業専門科目を中心に身に付けた知識・技能を統合した総合的な実習を行う。具体的には自己の目指す分野についてのメディアコンテンツ制作のための調査、学生同士や指導教員との議論、並びに共同作業等を実施し、メディアコンテンツを制作または研究する。あるいは目指す分野の隣接他分野において、自己の目指す専門職で将来かかわっていきたいと考える技術・職域・研究をおこなってもよい。併せてその過程で、コミュニケーション能力や交渉力、スケジュール管理能力の向上を図る。,１．実現可能な企画と計画を立てる。かつ実行するスケジュールを自己管理する。２．新たな表現方法や研究対象、また基礎研究に果敢に取り組む。あるいは専門職としてより実務において実践的な技術的研究、または鍛錬をおこなう。
総合制作研究実習Ⅰ（青木）,１期,実習,2,,,古町ルフルキャンパス,必修,アニメ・マンガ・キャラクターデザイン分野の専門職業人として、実践的かつ応用的な能力を総合的に高めるため、職業専門科目を中心に身に付けた知識・技能を統合した総合的な実習を行う。具体的には自己の目指す分野についてのメディアコンテンツ制作のための調査、学生同士や指導教員との議論、並びに共同作業等を実施し、メディアコンテンツを制作または研究する。あるいは目指す分野の隣接他分野において、自己の目指す専門職で将来かかわっていきたいと考える技術・職域・研究をおこなってもよい。併せてその過程で、コミュニケーション能力や交渉力、スケジュール管理能力の向上を図る。,１．実現可能な企画と計画を立てる。かつ実行するスケジュールを自己管理する。２．新たな表現方法や研究対象、また基礎研究に果敢に取り組む。あるいは専門職としてより実務において実践的な技術的研究、または鍛錬をおこなう。
総合制作研究実習Ⅰ（belne）,１期,実習,2,,,古町ルフルキャンパス,必修,アニメ・マンガ・キャラクターデザイン分野の専門職業人として、実践的かつ応用的な能力を総合的に高めるため、職業専門科目を中心に身に付けた知識・技能を統合した総合的な実習を行う。具体的には自己の目指す分野についてのメディアコンテンツ制作のための調査、学生同士や指導教員との議論、並びに共同作業等を実施し、メディアコンテンツを制作または研究する。あるいは目指す分野の隣接他分野において、自己の目指す専門職で将来かかわっていきたいと考える技術・職域・研究をおこなってもよい。併せてその過程で、コミュニケーション能力や交渉力、スケジュール管理能力の向上を図る。,１．実現可能な企画と計画を立てる。かつ実行するスケジュールを自己管理する。２．新たな表現方法や研究対象、また基礎研究に果敢に取り組む。あるいは専門職としてより実務において実践的な技術的研究、または鍛錬をおこなう。
総合制作研究実習Ⅰ（野上）,１期,実習,2,,,古町ルフルキャンパス,必修,アニメ・マンガ・キャラクターデザイン分野の専門職業人として、実践的かつ応用的な能力を総合的に高めるため、職業専門科目を中心に身に付けた知識・技能を統合した総合的な実習を行う。具体的には自己の目指す分野についてのメディアコンテンツ制作のための調査、学生同士や指導教員との議論、並びに共同作業等を実施し、メディアコンテンツを制作または研究する。あるいは目指す分野の隣接他分野において、自己の目指す専門職で将来かかわっていきたいと考える技術・職域・研究をおこなってもよい。併せてその過程で、コミュニケーション能力や交渉力、スケジュール管理能力の向上を図る。,１．実現可能な企画と計画を立てる。かつ実行するスケジュールを自己管理する。２．新たな表現方法や研究対象、また基礎研究に果敢に取り組む。あるいは専門職としてより実務において実践的な技術的研究、または鍛錬をおこなう。
総合制作研究実習Ⅰ（高山）,１期,実習,2,,,古町ルフルキャンパス,必修,アニメ・マンガ・キャラクターデザイン分野の専門職業人として、実践的かつ応用的な能力を総合的に高めるため、職業専門科目を中心に身に付けた知識・技能を統合した総合的な実習を行う。具体的には自己の目指す分野についてのメディアコンテンツ制作のための調査、学生同士や指導教員との議論、並びに共同作業等を実施し、メディアコンテンツを制作または研究する。あるいは目指す分野の隣接他分野において、自己の目指す専門職で将来かかわっていきたいと考える技術・職域・研究をおこなってもよい。併せてその過程で、コミュニケーション能力や交渉力、スケジュール管理能力の向上を図る。,１．実現可能な企画と計画を立てる。かつ実行するスケジュールを自己管理する。２．新たな表現方法や研究対象、また基礎研究に果敢に取り組む。あるいは専門職としてより実務において実践的な技術的研究、または鍛錬をおこなう。
